Zip Code,Total Population Age 16+,Ages 16-19,Ages 20-24,Ages 25-29,Ages 30-34,Ages 35-44,Ages 45-54,Ages 55-59,Ages 60-64,Ages 65-74,Ages 75+,Total Population,Make,Fully Vaccinated,Partially Vaccinated,1_plus_dose,booster_recip_count,%_Employed,above_average,over_75_population
91007,28003,1692,1205,1977,2008,4254,5292,2108,2205,3402,3860,34116,VOLVO,0.822777,0.061864,0.884641,12942.0,0.8208172118654004,1,0.11314339312932349
91008,951,40,33,65,62,61,154,73,65,169,229,1084,Unk,0.873308,0.058027,0.931335,449.0,0.8773062730627307,1,0.21125461254612546
91010,22008,1305,1891,1784,1862,3909,3340,1723,1630,2480,2084,26380,VOLVO,0.764793,0.057177,0.82197,8342.0,0.8342683851402578,1,0.07899924184988628
91011,15981,1320,952,794,739,1984,3090,1699,1631,2284,1488,20301,VOLVO,0.885954,0.068667,0.954621,9228.0,0.7872026008571006,1,0.07329688192699867
91016,33665,1875,2490,2804,2530,6461,6267,2830,2512,3444,2452,41105,VOLVO,0.745317,0.049513,0.79483,13430.0,0.8190001216397031,1,0.05965211044885051
91020,7219,504,166,870,508,1487,1186,579,505,937,477,8633,VOLVO,0.703349,0.058373,0.761722,2700.0,0.836209892273833,1,0.05525309857523456
91024,9146,419,288,438,412,1368,1906,924,888,1290,1213,10932,VOLVO,0.830614,0.04571,0.876324,4950.0,0.836626417855836,1,0.11095865349432858
91030,19956,1006,870,1546,1718,4256,3997,1789,1200,2125,1449,25637,VOLVO,0.895573,0.054355,0.949928,12225.0,0.7784062097749347,1,0.05651987362015837
91040,17280,781,1081,794,1432,2373,3257,1978,1651,2405,1528,20049,VOLVO,0.698938,0.056907,0.755845,5399.0,0.8618883734849618,1,0.07621327747019802
91042,22926,988,1804,1652,2205,3181,3896,2383,2345,2558,1914,26966,VOLVO,0.668428,0.050658,0.719086,6535.0,0.8501817103018616,0,0.07097826893124676
91101,18880,542,1475,3294,2960,3198,2382,1107,1023,1112,1787,21395,VOLVO,0.785139,0.067495,0.852634,8017.0,0.8824491703669082,1,0.08352418789436784
91103,22310,1436,2000,1976,1764,3983,3724,1609,1533,2339,1946,27659,VOLVO,0.768915,0.059712,0.828627,8242.0,0.8066090603420225,1,0.07035684587295274
91104,30527,1395,2067,2665,2112,5746,5500,3135,2174,3291,2442,37874,VOLVO,0.73927,0.046452,0.785722,12433.0,0.8060146802555843,1,0.06447694988646564
91105,10616,253,500,707,649,1658,1648,846,1033,1818,1504,12617,VOLVO,0.94588,0.074341,1.0,6788.0,0.8414044543076801,1,0.1192042482365063
91106,21640,1142,1572,3598,2966,3663,2968,1174,1299,1750,1508,25543,VOLVO,0.793353,0.060955,0.854308,10090.0,0.8471988411697922,1,0.05903770113142544
91107,27294,1019,1173,2339,2670,5137,5046,1963,1927,3359,2661,32503,VOLVO,0.873626,0.056378,0.930004,14089.0,0.8397378703504292,1,0.08186936590468571
91108,10895,693,341,667,435,1523,2110,1166,1159,1683,1118,13375,VOLVO,0.859954,0.063749,0.923703,6419.0,0.8145794392523364,1,0.08358878504672897
91201,19768,821,1363,1646,1431,3426,3414,1903,1657,2169,1938,23281,VOLVO,0.629571,0.048284,0.677855,5029.0,0.8491044199132339,0,0.08324384691379236
91202,20116,723,1063,1992,1977,2988,3136,1788,1672,2656,2121,23345,VOLVO,0.674139,0.056063,0.730202,6272.0,0.8616834439922896,1,0.09085457271364318
91203,12959,404,862,1430,1766,2471,2047,884,1056,1014,1025,15410,VOLVO,0.704653,0.063128,0.767781,3704.0,0.8409474367293965,1,0.06651524983776769
91204,15673,695,957,2099,1876,2292,2613,1057,1164,1628,1292,18723,VOLVO,0.601494,0.06187,0.663364,3733.0,0.8370987555413129,0,0.06900603535758158
91205,32260,1205,2414,3263,3195,4792,5283,2661,2483,3133,3831,37638,VOLVO,0.619716,0.047434,0.66715,8032.0,0.8571124926935544,0,0.10178542961900207
91206,29123,1141,1878,2329,2832,4864,4759,2444,2390,3312,3174,34739,WORKHORSE,0.67189,0.050839,0.722729,9341.0,0.8383373154091943,1,0.09136705144074384
91207,9314,713,534,972,441,956,2033,931,757,903,1074,11031,VOLVO,0.704658,0.051642,0.7563,3555.0,0.8443477472577282,1,0.09736197987489802
91208,12855,549,660,1173,818,1932,2860,1131,1100,1486,1146,15860,VOLVO,0.784463,0.051876,0.836339,6101.0,0.8105296343001261,1,0.07225725094577554
91210,393,0,19,8,96,172,80,9,0,0,9,529,OTHER/UNK,0.615538,0.095618,0.711156,124.0,0.7429111531190926,0,0.017013232514177693
91214,24685,1901,1571,1308,1031,4178,4846,2766,2089,2728,2267,30787,WORKHORSE,0.810835,0.056132,0.866967,11969.0,0.8017994608113814,1,0.07363497580147464
91301,21434,1344,1563,1148,1444,3177,4204,2222,2010,2777,1545,26334,WORKHORSE,0.759585,0.049435,0.80902,10216.0,0.8139287612971824,1,0.058669400774663934
91302,21317,1437,1579,1142,1048,3022,4061,2088,2064,3104,1772,26712,VOLVO,0.784779,0.057686,0.842465,10914.0,0.7980308475591494,1,0.06633722671458521
91303,25085,1584,2644,3710,2989,5044,3786,1791,1202,1483,852,31586,VOLVO,0.681983,0.058906,0.740889,5759.0,0.7941809662508706,1,0.02697397581206864
91304,44009,2571,3972,4121,3962,7098,8043,3459,3251,4230,3302,54361,WORKHORSE,0.706584,0.051225,0.757809,13568.0,0.8095693603870422,1,0.060742076120748334
91306,40253,2426,3714,4559,3416,6909,6750,3308,2911,3678,2582,49678,VOLVO,0.734782,0.052691,0.787473,12317.0,0.8102781915536053,1,0.05197471717863038
91307,21389,1534,1248,1128,953,3452,4572,2301,1719,2324,2158,26341,VOLVO,0.772831,0.049555,0.822386,9525.0,0.8120041000721309,1,0.08192551535628867
91311,34615,1889,2462,2816,2271,5388,5761,3359,3246,3934,3489,40839,WORKHORSE,0.726203,0.047929,0.774132,12616.0,0.8475966600553393,1,0.08543304194519945
91316,24699,965,1064,2304,2340,4480,4233,2099,1833,3165,2216,30499,VOLVO,0.717755,0.056533,0.774288,9833.0,0.8098298304862455,1,0.07265811993835863
91320,35413,2506,2457,1975,2103,5527,7712,3299,2685,4307,2842,44968,WORKHORSE,0.764067,0.049936,0.814003,15330.0,0.7875155666251556,1,0.06320049813200498
91321,26652,2327,2508,2441,2157,3569,5044,2393,1556,2376,2281,34014,WORKHORSE,0.698982,0.047767,0.746749,7928.0,0.7835597107073557,1,0.06706062209678368
91324,25215,1454,2882,2680,2124,3632,3665,1929,1944,2402,2503,29670,VOLVO,0.766371,0.056793,0.823164,8845.0,0.8498483316481295,1,0.0843613077182339
91325,28912,1828,3996,3006,1833,4671,4625,2406,1836,2446,2265,34575,WORKHORSE,0.75567,0.053541,0.809211,10048.0,0.8362111352133044,1,0.06550976138828633
91326,30294,1926,1648,1536,1761,4439,5767,2768,2761,4515,3173,36339,VOLVO,0.842692,0.047968,0.89066,15010.0,0.8336497977379674,1,0.08731665703514131
91330,3257,1831,1221,112,28,65,0,0,0,0,0,3257,OTHER/UNK,0.041449,0.004912,0.046361,20.0,1.0,0,0.0
91331,82437,6262,9023,8765,8590,13781,13397,6665,4992,6614,4348,105458,WORKHORSE,0.698919,0.061447,0.760366,18382.0,0.7817045648504618,1,0.04122968385518405
91335,65819,4244,5694,6177,6034,11718,12167,4769,4595,5584,4837,81824,WORKHORSE,0.716427,0.058447,0.774874,19272.0,0.8043972428627297,1,0.059114685177942904
91340,27625,1865,2698,3110,2461,4891,4453,2353,1812,2197,1785,36156,VOLVO,0.722553,0.059125,0.781678,6617.0,0.7640502267949995,1,0.049369399269830735
91342,73610,5354,6599,7242,6594,12909,12694,5473,5163,6953,4629,94595,WORKHORSE,0.741511,0.056969,0.79848,20129.0,0.7781595221734764,1,0.04893493313600084
91343,51259,3803,5556,4798,4701,9753,9147,3495,3050,3998,2958,66743,WORKHORSE,0.687072,0.056028,0.7431,14072.0,0.7680056335495857,1,0.04431925445365057
91344,44439,2460,3782,3502,3162,6260,8084,4168,3632,4991,4398,53613,WORKHORSE,0.753569,0.047705,0.801274,16352.0,0.8288847854065245,1,0.08203234290190813
91345,15855,1187,1539,1557,1226,2499,2626,1145,1175,1386,1515,19145,VOLVO,0.795496,0.060625,0.856121,4698.0,0.8281535648994516,1,0.07913293288064768
91350,27793,1863,1954,2343,2310,4849,5564,2607,1998,2756,1549,36173,WORKHORSE,0.843464,0.044767,0.888231,11950.0,0.7683354988527354,1,0.042821994305144724
91351,25872,1980,2321,2036,2083,4895,4943,2007,2138,2002,1467,32711,WORKHORSE,0.748833,0.045397,0.79423,8083.0,0.7909265996148085,1,0.04484729907370609
91352,37653,2677,3737,4104,3072,6060,6570,3024,2505,3620,2284,47076,WORKHORSE,0.693595,0.056932,0.750527,9048.0,0.799834310476676,1,0.048517291188716116
91354,23819,1385,1471,1611,1835,4775,5441,2310,1791,1887,1313,32544,WORKHORSE,0.800947,0.043226,0.844173,11163.0,0.7319014257620452,1,0.040345378564405114
91355,24747,1710,1865,2162,1698,3986,4558,1954,2085,2635,2094,30526,WORKHORSE,0.798853,0.049974,0.848827,10908.0,0.8106859726135098,1,0.06859726135097949
91356,25109,1299,1456,1951,2015,3963,4314,2030,1997,3235,2849,29822,VOLVO,0.785757,0.063885,0.849642,10149.0,0.8419623097042452,1,0.09553349875930521
91360,35826,2773,3057,2340,1843,4817,6380,3238,2694,4121,4563,43121,WORKHORSE,0.73934,0.052079,0.791419,14151.0,0.8308248881055634,1,0.10581851070244197
91361,17052,690,715,1001,876,2022,3220,1670,1722,2825,2311,20258,VOLVO,0.787636,0.054981,0.842617,8405.0,0.8417415342087077,1,0.11407838878467766
91362,29821,1478,2327,1676,1648,3957,5507,3082,2898,4532,2716,36604,VOLVO,0.781286,0.052489,0.833775,13822.0,0.8146923833460824,1,0.0741995410337668
91364,22860,986,1093,1728,1582,4019,4369,1897,1889,2942,2355,27971,VOLVO,0.77899,0.054369,0.833359,10199.0,0.8172750348575311,1,0.08419434414214723
91367,38736,2054,1987,3779,4106,6710,5968,3677,3053,3980,3422,45970,VOLVO,0.734158,0.050141,0.784299,14932.0,0.8426365020665652,1,0.0744398520774418
91377,10773,577,540,408,574,1877,2374,1291,1006,1568,558,13853,VOLVO,0.84471,0.051943,0.896653,6085.0,0.7776654876200101,1,0.040280083736374796
91381,15062,1184,974,1070,1081,2444,3945,1506,1007,1195,656,19390,VOLVO,0.825218,0.046355,0.871573,7152.0,0.7767921609076843,1,0.03383187209902011
91384,23639,1654,2394,2594,2327,4228,4100,2448,1479,1553,862,29212,WORKHORSE,0.541195,0.032058,0.573253,5685.0,0.8092222374366699,0,0.029508421196768452
91387,31481,2164,2894,3028,2660,5954,5848,2742,2119,2469,1603,42034,WORKHORSE,0.771505,0.047911,0.819416,11084.0,0.748941333206452,1,0.038135794832754435
91390,15514,1411,1011,1140,994,1992,3530,1827,1225,1492,892,19168,WORKHORSE,0.680665,0.038592,0.719257,5072.0,0.8093697829716193,1,0.046535893155258766
91401,32621,1836,2378,3889,3595,5866,5086,2549,2860,2973,1589,39755,VOLVO,0.684523,0.066601,0.751124,9956.0,0.8205508741038863,1,0.03996981511759527
91402,55657,3868,5504,6193,5492,10662,9256,4059,3452,4503,2668,72059,VOLVO,0.70087,0.069415,0.770285,13346.0,0.7723809655976352,1,0.03702521544845196
91403,21651,514,1009,2533,3321,3934,3710,1379,1479,1961,1811,25156,VOLVO,0.841228,0.063787,0.905015,10309.0,0.8606694228017173,1,0.07199077754809986
91405,43762,2954,4010,4620,5001,8469,7127,3390,2592,3262,2337,55506,WORKHORSE,0.649526,0.072862,0.722388,9797.0,0.78841926998883,0,0.04210355637228408
91406,43489,3013,3296,4032,4725,8887,7169,3699,2956,3587,2125,54890,VOLVO,0.713024,0.059401,0.772425,12610.0,0.7922936782656221,1,0.03871379121880124
91411,20635,1237,1750,2412,2075,4640,3127,1605,960,1453,1376,26111,VOLVO,0.660547,0.077886,0.738433,5942.0,0.7902799586381218,0,0.05269809658764505
91423,28175,848,1870,3374,3182,5019,5069,2430,1775,2898,1710,33172,VOLVO,0.765942,0.05702,0.822962,12905.0,0.8493609067888581,1,0.05154949957795731
91436,12381,532,695,605,789,1723,2528,1255,863,1803,1588,15292,VOLVO,0.849,0.065569,0.914569,7088.0,0.809639026942192,1,0.10384514778969396
91501,17549,946,1064,1494,1959,2890,2626,1445,1509,2202,1414,20511,VOLVO,0.700076,0.051588,0.751664,5840.0,0.8555896835844181,1,0.06893861830237434
91502,9489,418,850,1419,1261,1281,1410,474,505,651,1220,10708,VOLVO,0.77327,0.07823,0.8515,3103.0,0.886159880463205,1,0.11393350765782592
91504,21748,1085,1655,1916,2235,3210,3918,2479,1473,2331,1446,26749,VOLVO,0.732319,0.047202,0.779521,7730.0,0.8130397398033571,1,0.05405809562974317
91505,25902,1261,1976,2507,2764,4517,4753,2154,1735,2485,1750,30902,VOLVO,0.853827,0.057958,0.911785,12172.0,0.8381981748754126,1,0.056630638793605595
91506,15718,892,808,1336,1151,2663,3082,1653,1161,1524,1448,18591,VOLVO,0.837737,0.060537,0.898274,7389.0,0.8454628583723307,1,0.07788714969608951
91601,32679,844,3150,6022,5201,5646,4342,1982,1816,2079,1597,36841,VOLVO,0.765308,0.067744,0.833052,10961.0,0.887028039412611,1,0.04334844331044217
91602,17260,291,804,2134,2448,3624,3262,997,1395,1500,805,19672,VOLVO,0.758006,0.05775,0.815756,7527.0,0.8773891825945507,1,0.040921106140707604
91604,27827,839,1623,3329,2585,5762,4984,1949,1745,2696,2315,32910,VOLVO,0.768284,0.062396,0.83068,13361.0,0.8455484655120025,1,0.07034336068064419
91605,43439,3412,4331,5127,4158,7208,7213,3410,2860,3550,2170,53113,VOLVO,0.690217,0.060718,0.750935,9819.0,0.8178600342665637,1,0.04085628753789091
91606,36011,1879,2708,4354,3580,6717,6266,2883,2078,2928,2618,44295,VOLVO,0.673911,0.05488,0.728791,9216.0,0.8129811491138955,1,0.05910373631335365
91607,26189,883,1593,3432,2961,4829,3911,1572,2141,2800,2067,30611,VOLVO,0.72291,0.05644,0.77935,9885.0,0.8555421253797655,1,0.0675247460063376
91608,21,0,0,21,0,0,0,0,0,0,0,21,PETERBILT,1.0,1.0,1.0,,1.0,1,0.0
91701,32160,1861,2873,2612,2236,4536,5813,3195,2889,3757,2388,39461,WORKHORSE,0.663598,0.038698,0.702296,10204.0,0.814981880844378,0,0.06051544562986239
91702,50087,4474,8534,5344,4070,7608,7274,3682,2987,3683,2431,62066,WORKHORSE,0.673332,0.049914,0.723246,13437.0,0.806995778687204,1,0.03916798247027358
91706,60723,4229,5940,6704,5388,10030,10615,4250,4172,5877,3518,76930,VOLVO,0.746142,0.053061,0.799203,18683.0,0.7893279604835565,1,0.04572988431041206
91708,3330,145,219,469,544,833,576,264,98,174,8,4009,VOLKSWAGEN,1.0,0.134686,1.0,2924.0,0.8306310800698429,1,0.001995510102269893
91709,64624,3885,6043,6410,4730,10479,12200,6347,5295,5761,3474,80701,WORKHORSE,0.740106,0.042472,0.782578,24616.0,0.8007831377554181,1,0.04304779370763683
91710,75511,4250,6234,8364,6723,13787,13498,6195,5455,7052,3953,91773,WORKHORSE,0.569586,0.040803,0.610389,17692.0,0.8228019134168002,0,0.043073670905386115
91711,30897,3729,3156,1864,1753,4166,4763,2393,2016,3682,3375,36777,VOLVO,0.73441,0.057682,0.792092,13897.0,0.8401174647197976,1,0.09176931234195285
91722,28001,2123,2240,2681,2449,4665,5059,2239,1997,2693,1855,34631,WORKHORSE,0.769043,0.049909,0.818952,9366.0,0.8085530305217868,1,0.053564725246166726
91723,14704,1212,1263,1260,1224,3013,2545,948,891,1385,963,18521,VOLVO,0.721186,0.049974,0.77116,4899.0,0.7939096161114411,1,0.0519950326656228
91724,21635,1342,1605,1649,1824,3647,3724,2068,1857,2339,1580,26717,WORKHORSE,0.721271,0.043575,0.764846,7598.0,0.809784032638395,1,0.05913837631470599
91730,56666,3779,5567,6825,6377,9565,9464,4391,3471,4749,2478,72407,WORKHORSE,0.616779,0.043255,0.660034,14425.0,0.7826038918889058,0,0.034223210463076775
91731,23865,1653,2496,2643,2052,3442,3695,1800,1409,2536,2139,30222,VOLVO,0.718503,0.059074,0.777577,7133.0,0.7896565415922175,1,0.07077625570776255
91732,50234,3372,4860,5399,4265,8676,8403,4182,3246,4424,3407,62905,VOLVO,0.714537,0.06056,0.775097,14726.0,0.7985692711231221,1,0.05416103648358636
91733,35698,2535,3515,3866,3346,5536,6233,2645,2362,3200,2460,45365,VOLVO,0.706432,0.06052,0.766952,9762.0,0.7869062052242919,1,0.054226826848892316
91737,19942,1468,1443,1514,1442,3097,3759,1917,1820,2267,1215,25154,WORKHORSE,0.657836,0.04467,0.702506,6476.0,0.7927963743341019,0,0.04830245686570724
91739,30664,1935,2417,2982,3359,5237,5854,2545,2183,3247,905,39875,WORKHORSE,0.686245,0.04383,0.730075,9863.0,0.7690031347962383,1,0.022695924764890282
91740,20790,1183,1305,1864,1846,3172,3723,1930,1623,2545,1599,25877,WORKHORSE,0.729554,0.049228,0.778782,7277.0,0.8034161610696757,1,0.06179232523090003
91741,21305,1336,1332,1719,1259,3397,3909,1931,1974,2399,2049,26794,WORKHORSE,0.735768,0.047815,0.783583,8209.0,0.7951407031424946,1,0.07647234455475106
91744,67812,5173,6785,7917,5529,10608,11106,5385,5167,6196,3946,85421,VOLVO,0.711073,0.048643,0.759716,18177.0,0.7938563116797978,1,0.04619472963322836
91745,45749,2603,3421,4013,2866,6872,7823,3878,3843,5766,4664,55202,WORKHORSE,0.793379,0.051034,0.844413,19066.0,0.8287562044853447,1,0.08448969240244919
91746,23864,1594,2427,2510,2032,3795,4270,1573,1757,2153,1753,29709,VOLVO,0.758863,0.051995,0.810858,7171.0,0.8032582719041368,1,0.05900568851189875
91748,39209,2189,2946,3723,3381,5752,5979,3301,3680,4997,3261,47079,WORKHORSE,0.807953,0.054004,0.861957,15571.0,0.8328341723486056,1,0.06926655196584465
91750,28091,2035,2089,1497,1804,3645,4523,2686,2907,3905,3000,34129,WORKHORSE,0.710797,0.044901,0.755698,10771.0,0.8230830085850743,1,0.08790178440622344
91752,27317,2239,2778,2455,2437,5551,3904,2114,1799,2674,1366,35694,VOLVO,0.6495,0.046955,0.696455,6287.0,0.7653106964755981,0,0.0382697372107357
91754,28126,1319,1711,2450,2452,4282,4074,2439,2127,3513,3759,33636,VOLVO,0.912388,0.062171,0.974559,13752.0,0.8361874182423594,1,0.11175526221905102
91755,23240,976,1402,1805,1721,3634,3424,2206,2443,2707,2922,26803,VOLVO,0.881535,0.065214,0.946749,10620.0,0.8670671193523113,1,0.10901764727828975
91759,276,11,0,21,24,40,43,15,25,65,32,307,TOYOTA,0.830565,0.066445,0.89701,103.0,0.8990228013029316,1,0.10423452768729642
91761,48344,4065,5494,5085,4847,8278,8262,3789,2901,3949,1674,61425,VOLVO,0.645952,0.045983,0.691935,11481.0,0.7870411070411071,0,0.027252747252747254
91762,46608,2842,4569,5872,4743,8499,7143,3347,3127,3732,2734,61718,WORKHORSE,0.654516,0.05203,0.706546,11148.0,0.7551767717683658,0,0.04429825982695486
91763,30281,2375,3617,3489,2900,5330,4326,2217,1847,2603,1577,38863,VOLVO,0.646416,0.051113,0.697529,7221.0,0.7791729923063068,0,0.04057844222010653
91764,43139,3223,4830,4939,4890,8422,6886,2640,2623,2628,2058,56677,VOLVO,0.591645,0.053119,0.644764,8440.0,0.7611376748945781,0,0.03631102563650158
91765,38525,2237,2341,3227,2845,5783,6945,3990,3271,5179,2707,46593,WORKHORSE,0.837715,0.053512,0.891227,18231.0,0.8268409417723692,1,0.05809885605133818
91766,56086,5114,6884,5923,4923,9787,8710,3908,3619,4233,2985,72348,VOLVO,0.656008,0.058934,0.714942,13132.0,0.7752252999391829,0,0.0412589152429922
91767,39433,3032,4248,4156,3546,7064,6294,2591,2634,3483,2385,50606,VOLVO,0.689228,0.055071,0.744299,10566.0,0.7792159032525787,1,0.04712879895664546
91768,28045,3952,3911,2995,1919,4372,4216,1577,1602,1953,1548,35191,VOLVO,0.6012,0.055729,0.656929,5622.0,0.7969367167741752,0,0.043988519791992274
91770,52161,3060,4030,4670,4019,7551,8965,4453,4682,5616,5115,62703,WORKHORSE,0.825226,0.059422,0.884648,22410.0,0.8318740730108607,1,0.08157504425625568
91773,27808,1983,1852,1971,2642,3848,4406,2329,2278,4010,2489,34007,WORKHORSE,0.71206,0.043413,0.755473,10450.0,0.8177140000588115,1,0.073190813656012
91775,20144,1015,1220,1699,1256,3402,3654,1800,1659,2355,2084,25004,VOLVO,0.818522,0.05622,0.874742,9791.0,0.8056310990241561,1,0.0833466645336746
91776,33267,1714,2554,3568,2876,4864,5904,2897,2522,3477,2891,38664,VOLVO,0.837695,0.067891,0.905586,13827.0,0.8604127870887648,1,0.07477239809642044
91780,28695,1683,1665,2164,2161,4517,5717,2664,2471,3210,2443,35133,VOLVO,0.856259,0.060435,0.916694,13529.0,0.8167534796345316,1,0.06953576409643356
91784,21660,1074,1300,1564,1184,3041,3881,2225,2226,2842,2323,26090,WORKHORSE,0.767112,0.046102,0.813214,9230.0,0.8302031429666539,1,0.08903794557301647
91786,42885,2888,4485,4426,4463,6479,7153,3224,2951,3709,3107,53697,WORKHORSE,0.644971,0.048244,0.693215,11642.0,0.7986479691602882,0,0.057861705495651526
91789,37400,2060,2989,3356,2140,5024,5822,3757,3602,5203,3447,44440,VOLVO,0.808618,0.045379,0.853997,17735.0,0.8415841584158416,1,0.07756525652565256
91790,36623,2309,3445,3473,3031,5964,6026,3379,2504,3512,2980,45444,WORKHORSE,0.770834,0.052496,0.82333,13203.0,0.8058929671683831,1,0.06557521344952029
91791,27070,1389,2151,2302,2569,3977,4439,2045,2359,3118,2721,33397,VOLVO,0.775642,0.047481,0.823123,10509.0,0.8105518459741893,1,0.0814743839267
91792,24490,1423,2113,2414,2299,4017,3872,2188,1738,2909,1517,29619,VOLVO,0.780269,0.04861,0.828879,9606.0,0.8268341267429691,1,0.051217124143286406
91801,46865,1912,3558,5443,4158,7858,7514,3767,3046,5019,4590,54768,VOLVO,0.795891,0.053293,0.849184,19981.0,0.855700408997955,1,0.08380806310254163
91803,24933,1231,2133,1939,2273,3490,4500,2069,1772,3020,2506,29567,VOLVO,0.842938,0.052817,0.895755,11167.0,0.8432712145297122,1,0.08475665437819191
91901,14602,946,1089,1123,1127,2146,2441,1235,1317,1973,1205,18162,WORKHORSE,0.5315,0.084354,0.615854,3088.0,0.8039863451161766,0,0.0663473185772492
91902,15823,639,1055,1548,1756,2222,2171,1426,1172,2244,1590,18896,WORKHORSE,0.752857,0.17325,0.926107,4633.0,0.8373729889923793,1,0.08414479254868755
91905,1367,2,133,41,81,130,207,101,262,406,4,1472,VOLKSWAGEN,0.510682,0.099242,0.609924,231.0,0.9286684782608695,0,0.002717391304347826
91906,3198,315,256,477,154,578,458,309,160,378,113,4428,VOLKSWAGEN,0.473882,0.086891,0.560773,488.0,0.7222222222222222,0,0.025519421860885277
91910,60231,3906,5349,5685,5048,9657,10439,4720,4372,5947,5108,74855,WORKHORSE,0.890606,0.267586,1.0,16099.0,0.8046356288825062,1,0.0682385946162581
91911,66806,4763,5945,7068,6358,11170,10772,5002,4317,6117,5294,84026,WORKHORSE,0.887043,0.265169,1.0,15606.0,0.7950634327470069,1,0.06300430819032204
91913,40383,2887,3922,3775,3624,8835,7289,2386,2835,3186,1644,54114,WORKHORSE,0.788847,0.181368,0.970215,11391.0,0.7462578999889123,1,0.030380308238163876
